Date,Campaign name,Ad group name,Ad name,Ad entity status,Ad ID,Spend in account currency,Impressions,Reach,Frequency,CPM,Result,Cost per result,Pin clicks,CTR,CPC,Outbound clicks,Saves,Engagements,Engagement rate,Total CPA (Checkout),Total ROAS (Checkout),Total conversions (Checkout),Total order value (Checkout),Total click-through conversions (Checkout),Total click-through order value (Checkout),Total engagement conversions (Checkout),Total engagement order value (Checkout),Total view-through conversions (Checkout),Total view-through order value (Checkout),Total CPA (Add to cart),Total ROAS (Add to cart),Total conversions (Add to cart),Total order value (Add to cart),Total click-through conversions (Add to cart),Total click-through order value (Add to cart),Total engagement conversions (Add to cart),Total engagement order value (Add to cart),Total view-through conversions (Add to cart),Total view-through order value (Add to cart),Total CPA (Page visit),Total ROAS (Page visit),Total conversions (Page visit),Total order value (Page visit),Total click-through conversions (Page visit),Total click-through order value (Page visit),Total engagement conversions (Page visit),Total engagement order value (Page visit),Total view-through conversions (Page visit),Total view-through order value (Page visit),Total CPA (Initiate checkout),Total ROAS (Initiate checkout),Total conversions (Initiate checkout),Total order value (Initiate checkout),Average order value (Initiate checkout),Total click-through conversions (Initiate checkout),Total click-through order value (Initiate checkout),Total engagement conversions (Initiate checkout),Total engagement order value (Initiate checkout),Total view-through conversions (Initiate checkout),Total view-through order value (Initiate checkout),Earned saves,Organic pin ID
2026-06-23,Conversions Campaign | 2026-06-14,Conversions Audience list ad group | 2026-06-14 20:56 UTC,Conversions Ad | Baby Change Mat Australia - Co,ACTIVE,PP687311500459,0.23,16,16,1.0,14.5818125,[0],[0.0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525274916405
2026-06-18,Conversions Campaign | 2026-06-14,Conversions Audience list ad group | 2026-06-14 20:56 UTC,Conversions Ad | Bedside Bassinet Australia - C,ACTIVE,PP687311500460,0.48,79,59,1.3389830508474576,6.060113924050633,[0],[0.0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525274846018
2026-06-19,Conversions Campaign | 2026-06-14,Conversions Audience list ad group | 2026-06-14 20:56 UTC,Conversions Ad | Bedside Bassinet Australia - C,ACTIVE,PP687311500460,0.64,86,74,1.162162162162162,7.415581395348838,[1],[0.0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63774,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525274846018
2026-06-20,Conversions Campaign | 2026-06-14,Conversions Audience list ad group | 2026-06-14 20:56 UTC,Conversions Ad | Bedside Bassinet Australia - C,ACTIVE,PP687311500460,1.08,157,124,1.2661290322580645,6.880452229299363,[2],[0.5401155],2,0.012738853503184714,0.5401155,2,0,2,0.012738853503184714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5401155,351.76735346421276,2,379.99,2,379.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525274846018
2026-06-21,Conversions Campaign | 2026-06-14,Conversions Audience list ad group | 2026-06-14 20:56 UTC,Conversions Ad | Bedside Bassinet Australia - C,ACTIVE,PP687311500460,0.53,121,103,1.174757281553398,4.383694214876034,[0],[0.0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525274846018
2026-06-22,Conversions Campaign | 2026-06-14,Conversions Audience list ad group | 2026-06-14 20:56 UTC,Conversions Ad | Bedside Bassinet Australia - C,ACTIVE,PP687311500460,0.14,32,27,1.1851851851851851,4.31453125,[1],[0.0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138065,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525274846018
2026-06-23,Conversions Campaign | 2026-06-14,Conversions Audience list ad group | 2026-06-14 20:56 UTC,Conversions Ad | Bedside Bassinet Australia - C,ACTIVE,PP687311500460,0.10,24,21,1.1428571428571428,4.285291666666667,[0],[0.0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525274846018
2026-06-18,Conversions Campaign | 2026-06-14,Conversions Audience list ad group | 2026-06-14 20:56 UTC,Conversions Ad | Baby Change Mat for Floor or D,ACTIVE,PP687311500461,0.88,86,74,1.162162162162162,10.278732558139536,[2],[0.4419855],2,0.023255813953488372,0.4419855,2,0,2,0.023255813953488372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4419855,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525274661470
2026-06-19,Conversions Campaign | 2026-06-14,Conversions Audience list ad group | 2026-06-14 20:56 UTC,Conversions Ad | Baby Change Mat for Floor or D,ACTIVE,PP687311500461,2.45,158,128,1.234375,15.491911392405063,[1],[0.0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.447722,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525274661470
2026-06-20,Conversions Campaign | 2026-06-14,Conversions Audience list ad group | 2026-06-14 20:56 UTC,Conversions Ad | Baby Change Mat for Floor or D,ACTIVE,PP687311500461,2.86,183,145,1.2620689655172415,15.63860655737705,[20],[1.4309325],2,0.01092896174863388,1.4309325,2,0,2,0.01092896174863388,0,0,0,0,0,0,0,0,0,0,1.4309325,960.2130079511088,2,2748.00,0,0,0,0,2,2748.00,0.190791,1665.3475967594559,15,4766.00,3,169.00,0,0,12,4597.00,2.861865,768.0306373640965,1,2198.00,2198.00,0,0,0,0,1,2198.00,0,P1130966525274661470
2026-06-21,Conversions Campaign | 2026-06-14,Conversions Audience list ad group | 2026-06-14 20:56 UTC,Conversions Ad | Baby Change Mat for Floor or D,ACTIVE,PP687311500461,1.22,124,104,1.1923076923076923,9.878185483870968,[1],[1.224895],1,0.008064516129032258,1.224895,1,0,1,0.008064516129032258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.224895,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525274661470
2026-06-22,Conversions Campaign | 2026-06-14,Conversions Audience list ad group | 2026-06-14 20:56 UTC,Conversions Ad | Baby Change Mat for Floor or D,ACTIVE,PP687311500461,0.29,19,17,1.1176470588235294,15.178105263157894,[6],[0.0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144192,9348.646249445184,2,2696.00,0,0,0,0,2,2696.00,0.072096,11775.965379494008,4,3396.00,0,0,0,0,4,3396.00,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525274661470
2026-06-23,Conversions Campaign | 2026-06-14,Conversions Audience list ad group | 2026-06-14 20:56 UTC,Conversions Ad | Baby Change Mat for Floor or D,ACTIVE,PP687311500461,0.15,12,12,1.0,12.827833333333334,[0],[0.0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525274661470
2026-06-18,Conversions Campaign | 2026-06-14,Conversions Audience list ad group | 2026-06-14 20:56 UTC,"Conversions Ad | From the very first moment, th",ACTIVE,PP687311500462,0.13,11,11,1.0,11.737181818181819,[0],[0.0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525274610712
2026-06-19,Conversions Campaign | 2026-06-14,Conversions Audience list ad group | 2026-06-14 20:56 UTC,"Conversions Ad | From the very first moment, th",ACTIVE,PP687311500462,1.72,77,69,1.1159420289855073,22.32148051948052,[5],[0.859377],2,0.025974025974025976,0.859377,2,0,4,0.05194805194805195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4296885,221.08457638498587,4,379.99,4,379.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525274610712
2026-06-20,Conversions Campaign | 2026-06-14,Conversions Audience list ad group | 2026-06-14 20:56 UTC,"Conversions Ad | From the very first moment, th",ACTIVE,PP687311500462,2.32,175,146,1.1986301369863013,13.269594285714287,[6],[0.7740596666666666],3,0.017142857142857144,0.7740596666666666,3,0,7,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58054475,163.63510306483695,4,379.99,4,379.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525274610712
2026-06-21,Conversions Campaign | 2026-06-14,Conversions Audience list ad group | 2026-06-14 20:56 UTC,"Conversions Ad | From the very first moment, th",ACTIVE,PP687311500462,0.82,91,66,1.378787878787879,9.03123076923077,[9],[0.410921],2,0.02197802197802198,0.410921,2,0,5,0.054945054945054944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09131577777777779,1490.5419776550723,9,1224.99,2,379.99,0,0,7,845.00,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525274610712
2026-06-22,Conversions Campaign | 2026-06-14,Conversions Audience list ad group | 2026-06-14 20:56 UTC,"Conversions Ad | From the very first moment, th",ACTIVE,PP687311500462,0.18,12,10,1.2,14.825,[0],[0.0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525274610712
2026-06-23,Conversions Campaign | 2026-06-14,Conversions Audience list ad group | 2026-06-14 20:56 UTC,"Conversions Ad | From the very first moment, th",ACTIVE,PP687311500462,0.19,9,9,1.0,21.559222222222225,[0],[0.0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525274610712
2026-06-18,Conversions Campaign | 2026-06-14,Conversions Audience list ad group | 2026-06-14 20:56 UTC,Conversions Ad | The Cocoon Breeze Bedside Bass,ACTIVE,PP687311500463,0.75,98,86,1.1395348837209303,7.672571428571429,[2],[0.751912],1,0.01020408163265306,0.751912,1,0,1,0.01020408163265306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375956,505.36498952005024,2,379.99,1,379.99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525274344340
2026-06-19,Conversions Campaign | 2026-06-14,Conversions Audience list ad group | 2026-06-14 20:56 UTC,Conversions Ad | The Cocoon Breeze Bedside Bass,ACTIVE,PP687311500463,1.71,234,185,1.2648648648648648,7.328457264957265,[5],[0.8574295],2,0.008547008547008548,0.8574295,2,0,2,0.008547008547008548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3429718,774.9849987666624,5,1328.99,3,379.99,0,0,2,949.00,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525274344340
2026-06-20,Conversions Campaign | 2026-06-14,Conversions Audience list ad group | 2026-06-14 20:56 UTC,Conversions Ad | The Cocoon Breeze Bedside Bass,ACTIVE,PP687311500463,0.99,154,123,1.2520325203252032,6.433714285714285,[5],[0.990792],1,0.006493506493506494,0.990792,1,0,1,0.006493506493506494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19815839999999998,1391.8057473213348,5,1378.99,2,379.99,0,0,3,999.00,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525274344340
2026-06-21,Conversions Campaign | 2026-06-14,Conversions Audience list ad group | 2026-06-14 20:56 UTC,Conversions Ad | The Cocoon Breeze Bedside Bass,ACTIVE,PP687311500463,0.51,107,88,1.2159090909090908,4.793102803738318,[0],[0.0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525274344340
2026-06-22,Conversions Campaign | 2026-06-14,Conversions Audience list ad group | 2026-06-14 20:56 UTC,Conversions Ad | The Cocoon Breeze Bedside Bass,ACTIVE,PP687311500463,0.18,39,34,1.1470588235294117,4.615769230769231,[1],[0.180015],1,0.02564102564102564,0.180015,1,0,1,0.02564102564102564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180015,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525274344340
2026-06-23,Conversions Campaign | 2026-06-14,Conversions Audience list ad group | 2026-06-14 20:56 UTC,Conversions Ad | The Cocoon Breeze Bedside Bass,ACTIVE,PP687311500463,0.13,48,43,1.1162790697674418,2.8013125,[3],[0.0672315],2,0.041666666666666664,0.0672315,2,0,2,0.041666666666666664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044821,2825.981868618133,3,379.99,3,379.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525274344340
2026-06-18,Conversions Campaign | 2026-06-14,Conversions Audience list ad group | 2026-06-14 20:56 UTC,Conversions Ad | There’s a kind of love that on,ACTIVE,PP687311500464,0.10,9,8,1.125,11.085666666666668,[0],[0.0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525274208331
2026-06-19,Conversions Campaign | 2026-06-14,Conversions Audience list ad group | 2026-06-14 20:56 UTC,Conversions Ad | There’s a kind of love that on,ACTIVE,PP687311500464,0.38,39,35,1.1142857142857143,9.679051282051281,[0],[0.377483],1,0.02564102564102564,0.377483,1,0,4,0.10256410256410256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525274208331
2026-06-20,Conversions Campaign | 2026-06-14,Conversions Audience list ad group | 2026-06-14 20:56 UTC,Conversions Ad | There’s a kind of love that on,ACTIVE,PP687311500464,0.46,32,28,1.1428571428571428,14.33153125,[0],[0.0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525274208331
2026-06-21,Conversions Campaign | 2026-06-14,Conversions Audience list ad group | 2026-06-14 20:56 UTC,Conversions Ad | There’s a kind of love that on,ACTIVE,PP687311500464,0.17,28,16,1.75,6.033392857142857,[1],[0.0],0,0,0,0,0,3,0.10714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168935,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525274208331
2026-06-22,Conversions Campaign | 2026-06-14,Conversions Audience list ad group | 2026-06-14 20:56 UTC,Conversions Ad | There’s a kind of love that on,ACTIVE,PP687311500464,0.05,8,8,1.0,5.730875,[0],[0.0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525274208331
2026-06-23,Conversions Campaign | 2026-06-14,Conversions Audience list ad group | 2026-06-14 20:56 UTC,Conversions Ad | There’s a kind of love that on,ACTIVE,PP687311500464,0.08,15,12,1.25,5.421666666666667,[0],[0.0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525274208331
2026-06-18,Conversions Campaign | 2026-06-14,Conversions Ad group | 2026-06-14,Conversions Ad | Keep Your Newborn Close with a,ACTIVE,PP687311503901,2.37,263,259,1.0154440154440154,8.998072243346007,[2],[2.366493],1,0.0038022813688212928,2.366493,1,0,1,0.0038022813688212928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1832465,160.57093767021496,2,379.99,2,379.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525276427641
2026-06-19,Conversions Campaign | 2026-06-14,Conversions Ad group | 2026-06-14,Conversions Ad | Keep Your Newborn Close with a,ACTIVE,PP687311503901,2.32,211,196,1.0765306122448979,10.99050710900474,[3],[0.772999],3,0.014218009478672985,0.772999,3,0,3,0.014218009478672985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.772999,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525276427641
2026-06-20,Conversions Campaign | 2026-06-14,Conversions Ad group | 2026-06-14,Conversions Ad | Keep Your Newborn Close with a,ACTIVE,PP687311503901,4.23,548,501,1.093812375249501,7.711565693430656,[11],[0.704323],6,0.010948905109489052,0.704323,6,0,6,0.010948905109489052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3841761818181818,269.75549570296585,11,1139.97,11,1139.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525276427641
2026-06-21,Conversions Campaign | 2026-06-14,Conversions Ad group | 2026-06-14,Conversions Ad | Keep Your Newborn Close with a,ACTIVE,PP687311503901,4.22,626,562,1.113879003558719,6.740458466453674,[10],[1.406509],3,0.004792332268370607,1.406509,3,1,4,0.006389776357827476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4688363333333333,180.1102351045508,9,759.98,4,759.98,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525276427641
2026-06-22,Conversions Campaign | 2026-06-14,Conversions Ad group | 2026-06-14,Conversions Ad | Keep Your Newborn Close with a,ACTIVE,PP687311503901,2.81,258,227,1.1365638766519823,10.891546511627906,[39],[0.70250475],4,0.015503875968992248,0.70250475,4,0,4,0.015503875968992248,0,0,0,0,0,0,0,0,0,0,1.4050095,323.481798521647,2,908.99,2,908.99,0,0,0,0,0.0906457741935484,2716.344622580844,31,7632.98,17,1288.98,0,0,14,6344.00,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525276427641
2026-06-23,Conversions Campaign | 2026-06-14,Conversions Ad group | 2026-06-14,Conversions Ad | Keep Your Newborn Close with a,ACTIVE,PP687311503901,2.04,274,249,1.1004016064257027,7.461094890510949,[8],[2.04434],1,0.0036496350364963502,2.04434,1,0,1,0.0036496350364963502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3407233333333333,185.87416965866734,6,379.99,2,379.99,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525276427641
2026-06-18,Conversions Campaign | 2026-06-14,Conversions Ad group | 2026-06-14,Conversions Ad | Because Your Baby Deserves that,ACTIVE,PP687311503902,1.59,228,225,1.0133333333333334,6.960609649122807,[0],[0.0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525276427645
2026-06-19,Conversions Campaign | 2026-06-14,Conversions Ad group | 2026-06-14,Conversions Ad | Because Your Baby Deserves that,ACTIVE,PP687311503902,0.18,25,25,1.0,7.13608,[0],[0.0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525276427645
2026-06-20,Conversions Campaign | 2026-06-14,Conversions Ad group | 2026-06-14,Conversions Ad | Because Your Baby Deserves that,ACTIVE,PP687311503902,0.24,47,42,1.119047619047619,5.107468085106383,[0],[0.0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525276427645
2026-06-21,Conversions Campaign | 2026-06-14,Conversions Ad group | 2026-06-14,Conversions Ad | Because Your Baby Deserves that,ACTIVE,PP687311503902,0.40,34,32,1.0625,11.657529411764706,[0],[0.0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525276427645
2026-06-22,Conversions Campaign | 2026-06-14,Conversions Ad group | 2026-06-14,Conversions Ad | Because Your Baby Deserves that,ACTIVE,PP687311503902,0.04,8,8,1.0,5.114125,[0],[0.0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525276427645
2026-06-23,Conversions Campaign | 2026-06-14,Conversions Ad group | 2026-06-14,Conversions Ad | Because Your Baby Deserves that,ACTIVE,PP687311503902,0.18,17,16,1.0625,10.711647058823528,[0],[0.0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525276427645
2026-06-18,Conversions Campaign | 2026-06-14,Conversions Audience list ad group | 2026-06-14 20:56 UTC,Conversions Ad | Keep Your Newborn Close with a,ACTIVE,PP687311503903,0.45,81,73,1.1095890410958904,5.551061728395061,[2],[0.449636],1,0.012345679012345678,0.449636,1,0,1,0.012345679012345678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224818,1690.2116378581786,2,759.98,2,759.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525276427641
2026-06-19,Conversions Campaign | 2026-06-14,Conversions Audience list ad group | 2026-06-14 20:56 UTC,Conversions Ad | Keep Your Newborn Close with a,ACTIVE,PP687311503903,1.19,78,70,1.1142857142857143,15.227115384615384,[0],[0.0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525276427641
2026-06-20,Conversions Campaign | 2026-06-14,Conversions Audience list ad group | 2026-06-14 20:56 UTC,Conversions Ad | Keep Your Newborn Close with a,ACTIVE,PP687311503903,0.88,119,97,1.2268041237113403,7.433235294117647,[2],[0.0],0,0,0,1,0,1,0.008403361344537815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4422775,859.1664735375415,2,759.98,2,759.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525276427641
2026-06-21,Conversions Campaign | 2026-06-14,Conversions Audience list ad group | 2026-06-14 20:56 UTC,Conversions Ad | Keep Your Newborn Close with a,ACTIVE,PP687311503903,1.30,136,109,1.2477064220183487,9.593926470588235,[12],[0.652387],2,0.014705882352941176,0.652387,2,0,2,0.014705882352941176,0,0,0,0,0,0,0,0,0,0,0.652387,1301.3747974745052,2,1698.00,2,1698.00,0,0,0,0,0.1304774,3599.0907237575243,10,4696.00,10,4696.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525276427641
2026-06-22,Conversions Campaign | 2026-06-14,Conversions Audience list ad group | 2026-06-14 20:56 UTC,Conversions Ad | Keep Your Newborn Close with a,ACTIVE,PP687311503903,0.78,74,62,1.1935483870967742,10.563094594594595,[3],[0.3908345],2,0.02702702702702703,0.3908345,2,0,2,0.02702702702702703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26055633333333333,1944.5059225836,3,1519.96,3,1519.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525276427641
2026-06-23,Conversions Campaign | 2026-06-14,Conversions Audience list ad group | 2026-06-14 20:56 UTC,Conversions Ad | Keep Your Newborn Close with a,ACTIVE,PP687311503903,0.79,89,69,1.289855072463768,8.906101123595507,[2],[0.3963215],2,0.02247191011235955,0.3963215,2,1,3,0.033707865168539325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3963215,479.3961468151488,2,379.99,2,379.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525276427641
2026-06-18,Conversions Campaign | 2026-06-14,Conversions Audience list ad group | 2026-06-14 20:56 UTC,Conversions Ad | Because Your Baby Deserves that,ACTIVE,PP687311503904,0.15,18,17,1.0588235294117647,8.581611111111112,[0],[0.0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525276427645
2026-06-19,Conversions Campaign | 2026-06-14,Conversions Audience list ad group | 2026-06-14 20:56 UTC,Conversions Ad | Because Your Baby Deserves that,ACTIVE,PP687311503904,0.04,7,6,1.1666666666666667,5.497,[0],[0.0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525276427645
2026-06-20,Conversions Campaign | 2026-06-14,Conversions Audience list ad group | 2026-06-14 20:56 UTC,Conversions Ad | Because Your Baby Deserves that,ACTIVE,PP687311503904,0.16,15,13,1.1538461538461537,10.4542,[0],[0.0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525276427645
2026-06-21,Conversions Campaign | 2026-06-14,Conversions Audience list ad group | 2026-06-14 20:56 UTC,Conversions Ad | Because Your Baby Deserves that,ACTIVE,PP687311503904,0.31,17,15,1.1333333333333333,18.099176470588233,[0],[0.0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525276427645
2026-06-22,Conversions Campaign | 2026-06-14,Conversions Audience list ad group | 2026-06-14 20:56 UTC,Conversions Ad | Because Your Baby Deserves that,ACTIVE,PP687311503904,0.09,8,6,1.3333333333333333,11.57175,[0],[0.0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525276427645
2026-06-23,Conversions Campaign | 2026-06-14,Conversions Audience list ad group | 2026-06-14 20:56 UTC,Conversions Ad | Because Your Baby Deserves that,ACTIVE,PP687311503904,0.09,10,10,1.0,9.1556,[0],[0.0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525276427645
